TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeTransactionDifference,TransactionRate,AverageTransaction
TX001180,AC00456,78.5,2023-02-14 16:06:36,Credit,San Jose,D000574,166.41.54.117,M007,Branch,31,Doctor,41,1,13991.5,2024-11-04 08:11:54,628.6703472222222,0.00561054926205196,0.12486671328916973
TX001181,AC00016,50.0,2023-02-24 18:05:12,Credit,Jacksonville,D000309,150.231.20.169,M018,ATM,53,Doctor,87,1,185.87,2024-11-04 08:11:22,618.5876157407407,0.2690052187012428,0.08082929358378191
TX001182,AC00093,132.42,2023-07-24 16:22:38,Debit,Denver,D000019,203.174.215.229,M069,ATM,18,Student,164,1,726.39,2024-11-04 08:11:58,468.6592592592593,0.18229876512617188,0.28255069623354245
TX001183,AC00401,11.67,2023-11-13 16:30:21,Debit,Fort Worth,D000017,43.98.242.106,M078,Branch,76,Retired,105,1,7458.63,2024-11-04 08:10:20,356.6527662037037,0.0015646305018481945,0.03272090140844339
TX001184,AC00366,83.16,2023-08-16 16:11:56,Debit,Los Angeles,D000037,45.64.74.86,M091,ATM,61,Retired,177,1,3065.87,2024-11-04 08:08:46,445.6644675925926,0.027124437761548922,0.18659777937697586
TX001185,AC00107,149.02,2023-09-01 16:35:51,Credit,Fort Worth,D000346,199.59.68.207,M019,Branch,46,Engineer,176,1,9379.72,2024-11-04 08:06:40,429.64640046296296,0.015887467856183342,0.346843357326919
TX001186,AC00060,74.27,2023-07-13 17:17:07,Credit,Memphis,D000249,190.164.160.79,M090,Online,59,Doctor,148,1,13696.61,2024-11-04 08:11:20,479.6209837962963,0.005422509657499191,0.15485144001027237
TX001187,AC00384,876.57,2023-09-11 16:16:06,Credit,Portland,D000359,195.164.171.146,M056,ATM,62,Retired,118,1,3743.63,2024-11-04 08:06:54,419.66027777777776,0.23414974236235953,2.0887609488362613
TX001188,AC00483,615.58,2023-09-25 16:40:00,Debit,Jacksonville,D000649,168.55.199.214,M059,ATM,42,Doctor,133,1,14343.0,2024-11-04 08:10:55,405.6464699074074,0.042918496827720844,1.5175283052272388
TX001189,AC00126,643.03,2023-08-01 16:23:37,Credit,Jacksonville,D000384,104.155.121.252,M002,Online,36,Engineer,52,1,2882.16,2024-11-04 08:08:22,460.6560763888889,0.2231069753240625,1.3959003971916564
TX001190,AC00437,7.95,2023-01-09 16:45:12,Debit,Phoenix,D000147,101.120.142.50,M087,ATM,79,Retired,65,1,5631.2,2024-11-04 08:10:06,664.6422916666667,0.0014117772410853816,0.011961321299709149
TX001191,AC00382,270.92,2023-04-21 17:03:13,Credit,Louisville,D000108,171.101.134.74,M066,Branch,77,Retired,143,1,4574.43,2024-11-04 08:06:51,562.6275231481482,0.05922486517445889,0.4815263897579763
TX001192,AC00339,499.48,2023-01-17 16:57:06,Debit,Charlotte,D000242,200.13.225.150,M012,ATM,24,Student,133,1,1242.62,2024-11-04 08:08:44,656.6330787037037,0.40195715504337615,0.7606683491883345
TX001193,AC00498,841.5,2023-05-22 16:33:16,Credit,Atlanta,D000659,207.157.126.125,M020,Branch,25,Student,287,1,352.31,2024-11-04 08:09:07,531.6498958333333,2.3885214725667736,1.582808548623889
TX001194,AC00178,138.82,2023-10-16 16:12:20,Debit,Fort Worth,D000493,83.207.115.164,M030,Online,77,Retired,53,1,3100.22,2024-11-04 08:11:48,384.6662962962963,0.044777467405538965,0.36088422962086425
TX001195,AC00201,231.46,2023-06-08 16:42:30,Credit,Miami,D000135,77.208.193.198,M047,Branch,60,Engineer,83,1,4707.24,2024-11-04 08:08:31,514.6430671296297,0.049171064147993306,0.44974860205723755
TX001196,AC00124,292.08,2023-12-29 18:07:04,Debit,Columbus,D000631,218.54.207.160,M067,ATM,72,Retired,32,1,7950.48,2024-11-04 08:09:34,310.58506944444446,0.03673740453406587,0.9404186766686975
TX001197,AC00404,63.98,2023-10-30 16:01:43,Debit,Baltimore,D000150,182.225.2.156,M026,Online,54,Doctor,258,1,7954.12,2024-11-04 08:06:53,370.67025462962965,0.00804363021930773,0.1726062428827159
TX001198,AC00347,235.21,2023-10-16 16:44:52,Debit,Boston,D000300,106.244.1.47,M007,Branch,67,Doctor,74,1,5946.61,2024-11-04 08:10:59,384.64313657407405,0.03955362803345099,0.6115018770254428
TX001199,AC00480,201.73,2023-09-05 18:45:22,Debit,Baltimore,D000246,214.67.148.245,M096,Online,57,Engineer,78,1,6650.71,2024-11-04 08:12:07,425.56024305555553,0.03033209988106533,0.47403394300079105
TX001200,AC00303,161.31,2023-09-11 16:24:57,Debit,Nashville,D000577,34.86.220.205,M051,ATM,28,Student,13,1,1268.67,2024-11-04 08:08:54,419.65552083333336,0.1271489039702996,0.384386698117727
TX001201,AC00249,18.41,2023-12-01 17:26:46,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1,8287.54,2024-11-04 08:11:30,338.61439814814815,0.0022214070761649414,0.054368627266538704
TX001202,AC00263,471.75,2023-06-06 18:31:06,Credit,San Jose,D000443,100.4.40.132,M048,Branch,34,Doctor,41,1,12948.5,2024-11-04 08:10:54,516.5693055555555,0.03643279144302429,0.913236607220877
TX001203,AC00108,290.02,2023-09-25 17:48:55,Debit,Milwaukee,D000406,173.252.44.183,M005,Branch,55,Engineer,246,1,4746.71,2024-11-04 08:07:56,405.59653935185185,0.06109916131383632,0.7150455486219272
TX001204,AC00490,48.05,2023-05-18 17:34:20,Debit,New York,D000668,125.225.212.244,M060,Branch,27,Engineer,38,1,5334.97,2024-11-04 08:09:07,535.6074884259259,0.009006611096219846,0.0897112177076017
TX001205,AC00411,359.42,2023-05-29 16:17:37,Debit,Baltimore,D000567,23.163.145.195,M089,Branch,55,Doctor,30,1,1765.45,2024-11-04 08:06:42,524.6590856481481,0.20358548811917643,0.6850543711751095
TX001206,AC00087,32.91,2023-05-04 16:37:01,Debit,Fort Worth,D000471,54.252.249.33,M036,Online,19,Student,255,1,427.3,2024-11-04 08:06:44,549.645636574074,0.07701848818160542,0.05987494088941943
TX001207,AC00196,3.8,2023-08-08 16:47:28,Debit,Denver,D000619,56.116.189.0,M074,Branch,67,Retired,140,1,6285.39,2024-11-04 08:08:31,453.63961805555556,0.0006045766452041957,0.008376693412026081
TX001208,AC00267,31.81,2023-04-06 17:41:53,Debit,Fort Worth,D000641,147.114.91.132,M033,Online,51,Retired,149,1,1406.6,2024-11-04 08:06:48,577.6006365740741,0.022614815868050617,0.055072653985762256
TX001209,AC00267,220.2,2023-09-11 16:25:04,Debit,Boston,D000288,23.255.214.209,M047,Online,28,Student,102,1,1075.15,2024-11-04 08:11:18,419.6571064814815,0.20480863135376456,0.5247140977695248
TX001210,AC00125,476.03,2023-09-01 16:12:35,Credit,Houston,D000470,130.92.201.49,M003,Branch,77,Retired,99,1,5958.34,2024-11-04 08:09:08,429.6642708333333,0.07989305746231332,1.1079115307324492
TX001211,AC00428,141.91,2023-01-19 17:08:04,Debit,Miami,D000069,152.234.65.155,M051,Branch,23,Student,49,1,791.97,2024-11-04 08:09:42,654.6261342592593,0.1791860802808187,0.21678022396795682
TX001212,AC00477,95.83,2023-12-01 16:01:26,Debit,Washington,D000089,133.67.250.163,M070,Online,27,Student,91,1,1726.4,2024-11-04 08:08:23,338.6714930555556,0.055508572752548654,0.28295856594071256
TX001213,AC00417,51.15,2023-03-01 17:26:49,Credit,Los Angeles,D000215,221.206.44.63,M019,Branch,46,Engineer,199,1,8992.25,2024-11-04 08:10:54,613.6139467592593,0.005688231532708721,0.08335860074586572
TX001214,AC00170,1192.2,2023-12-21 16:21:27,Credit,Jacksonville,D000174,40.10.25.102,M093,Branch,60,Retired,103,5,7816.41,2024-11-04 08:09:14,318.65818287037035,0.15252526415579531,3.7413129933179374
TX001215,AC00147,50.75,2023-08-14 18:14:23,Debit,Boston,D000642,157.47.114.20,M018,ATM,62,Doctor,185,1,8271.47,2024-11-04 08:07:41,447.57868055555554,0.006135547853041842,0.1133878850909671
TX001216,AC00097,185.07,2023-12-19 16:57:40,Debit,Colorado Springs,D000322,76.136.92.235,M062,Branch,22,Student,159,1,636.42,2024-11-04 08:07:39,320.63193287037035,0.29079852927312155,0.5772038933964283
TX001217,AC00433,293.54,2023-01-16 17:26:12,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1,2290.1,2024-11-04 08:08:24,657.6126388888889,0.12817780882930876,0.4463721994394285
TX001218,AC00381,23.38,2023-09-25 18:46:41,Debit,Memphis,D000412,6.204.110.7,M062,Branch,32,Engineer,89,1,9968.49,2024-11-04 08:09:41,405.5576388888889,0.0023453903249138035,0.05764901892627263
TX001219,AC00398,285.26,2023-11-01 16:09:05,Debit,Atlanta,D000137,64.57.44.102,M062,ATM,28,Student,93,1,167.72,2024-11-04 08:11:15,368.6681712962963,1.7008108752683042,0.7737581440702629
TX001220,AC00029,129.48,2023-02-06 16:30:43,Debit,Seattle,D000315,106.244.1.47,M001,ATM,31,Engineer,179,1,7581.7,2024-11-04 08:10:43,636.6527777777778,0.0170779640450031,0.20337616440149214
TX001221,AC00291,743.03,2023-07-27 16:55:39,Debit,New York,D000103,73.54.203.165,M050,ATM,50,Engineer,174,1,4111.38,2024-11-04 08:09:19,465.6344907407407,0.18072520662162095,1.5957366019385137
TX001222,AC00431,297.86,2023-02-06 17:32:04,Credit,Milwaukee,D000419,205.45.234.42,M070,ATM,28,Student,96,1,1680.14,2024-11-04 08:11:40,636.6108333333333,0.1772828454771626,0.4678839636460266
TX001223,AC00275,231.92,2023-07-10 18:00:56,Debit,Indianapolis,D000280,47.82.77.181,M049,ATM,66,Doctor,12,1,5715.08,2024-11-04 08:11:27,482.5906365740741,0.04058035933005312,0.4805729378555856
TX001224,AC00093,295.82,2023-12-14 16:15:28,Credit,Chicago,D000088,144.228.168.6,M041,Branch,47,Engineer,46,1,5897.73,2024-11-04 08:07:47,325.6613310185185,0.050158281237018314,0.9083669807367408
TX001225,AC00442,302.86,2023-07-03 18:56:03,Debit,Los Angeles,D000004,144.91.150.133,M081,Online,55,Doctor,275,1,5239.24,2024-11-04 08:12:06,489.5528125,0.05780609401363557,0.6186462262434658
TX001226,AC00465,81.08,2023-09-19 16:56:35,Debit,Omaha,D000196,119.43.28.203,M089,ATM,58,Engineer,56,1,7788.91,2024-11-04 08:07:17,411.6324305555556,0.010409672213441933,0.19697184668023165
TX001227,AC00158,775.6,2023-08-21 17:43:17,Credit,Mesa,D000627,73.108.76.238,M070,Branch,79,Retired,158,1,3898.64,2024-11-04 08:08:12,440.6006365740741,0.1989411692282437,1.760324283756693
TX001228,AC00334,178.43,2023-12-26 18:13:56,Debit,Baltimore,D000158,1.198.76.182,M041,Branch,26,Student,136,1,1214.93,2024-11-04 08:07:58,313.5791898148148,0.14686442840328248,0.5690109732899444
TX001229,AC00093,211.91,2023-09-18 16:51:04,Debit,Indianapolis,D000487,166.79.195.157,M075,Online,20,Student,181,1,927.47,2024-11-04 08:08:46,412.63729166666667,0.22848178377737285,0.5135502880606909
TX001230,AC00229,17.21,2023-12-25 17:18:58,Debit,Omaha,D000618,119.43.28.203,M004,Online,23,Student,219,1,914.16,2024-11-04 08:06:59,314.6166782407407,0.018826026078585807,0.054701486571640444
TX001231,AC00373,124.22,2023-05-19 17:57:36,Debit,Charlotte,D000523,130.29.230.16,M013,ATM,23,Student,172,1,9695.04,2024-11-04 08:08:04,534.5906018518518,0.012812737234709706,0.23236472839158592
TX001232,AC00328,38.37,2023-09-01 16:07:38,Debit,San Antonio,D000228,136.162.111.135,M003,ATM,63,Doctor,135,1,8647.04,2024-11-04 08:10:04,429.66835648148145,0.004437356598327288,0.08930143311974088
TX001233,AC00160,269.79,2023-10-03 16:15:25,Debit,San Jose,D000202,82.115.199.37,M013,ATM,52,Engineer,17,1,1292.1,2024-11-04 08:07:59,397.66150462962963,0.20879962851172512,0.6784413297718485
TX001234,AC00014,605.42,2023-06-13 16:10:27,Debit,Mesa,D000488,25.188.196.47,M085,ATM,21,Student,33,1,392.34,2024-11-04 08:09:40,509.6661226851852,1.543100372126217,1.1878756955834806
TX001235,AC00090,11.19,2023-01-02 17:34:13,Debit,Austin,D000384,195.237.152.198,M090,ATM,60,Engineer,40,1,9877.17,2024-11-04 08:12:22,671.6098263888889,0.0011329156023435862,0.016661459615870098
TX001236,AC00053,29.19,2023-01-25 17:39:15,Credit,Nashville,D000300,146.53.16.47,M004,Branch,58,Doctor,41,1,12059.85,2024-11-04 08:11:34,648.6057754629629,0.002420428114777547,0.045004224606487224
TX001237,AC00478,701.7,2023-06-30 16:57:37,Credit,Seattle,D000037,193.83.0.183,M055,Online,61,Retired,64,1,6643.24,2024-11-04 08:09:49,492.6334722222222,0.10562617036265438,1.4243855514622237
TX001238,AC00356,862.34,2023-05-25 16:16:02,Debit,Kansas City,D000137,49.174.157.140,M070,Branch,57,Doctor,72,1,9903.48,2024-11-04 08:12:05,528.6639236111112,0.08707444251919529,1.6311686148539677
TX001239,AC00244,410.97,2023-09-25 17:01:56,Debit,Los Angeles,D000309,148.112.151.27,M026,ATM,22,Student,45,1,151.42,2024-11-04 08:11:11,405.63142361111113,2.714106458856162,1.0131611509319531
TX001240,AC00103,36.97,2023-08-23 17:22:49,Debit,Virginia Beach,D000545,175.210.47.87,M087,Branch,41,Engineer,79,1,2850.92,2024-11-04 08:07:48,438.61457175925926,0.012967743745878522,0.08428812533909974
TX001241,AC00053,137.59,2023-01-03 16:27:16,Debit,Nashville,D000439,161.25.82.11,M065,ATM,30,Doctor,95,1,10679.67,2024-11-04 08:11:30,670.6557175925926,0.012883356882750123,0.2051574248765037
TX001242,AC00151,168.11,2023-05-19 16:44:53,Credit,New York,D000050,146.69.70.214,M015,Online,51,Doctor,12,1,10652.13,2024-11-04 08:06:59,534.6403472222222,0.01578182016178924,0.31443567787847
TX001243,AC00494,430.98,2023-10-10 18:14:12,Debit,Baltimore,D000176,168.55.199.214,M058,Branch,24,Student,93,1,569.25,2024-11-04 08:11:00,390.5811111111111,0.7571014492753624,1.103432776802656
TX001244,AC00219,13.87,2023-12-11 18:32:40,Debit,Phoenix,D000670,37.227.215.145,M077,Branch,24,Student,20,1,954.83,2024-11-04 08:07:47,328.56605324074076,0.014526146015521086,0.0422137340823747
TX001245,AC00202,642.68,2023-05-25 16:45:31,Debit,Jacksonville,D000643,141.241.241.128,M060,ATM,76,Retired,66,1,1831.2,2024-11-04 08:10:37,528.6424305555555,0.35096111839231103,1.2157177760487392
TX001246,AC00254,175.07,2023-11-23 16:59:11,Debit,Las Vegas,D000406,58.190.9.136,M100,Online,28,Engineer,169,2,9274.64,2024-11-04 08:12:07,346.6339814814815,0.01887620435941449,0.5050572342958617
TX001247,AC00285,302.82,2023-11-03 16:50:20,Debit,Jacksonville,D000290,79.47.176.19,M020,ATM,36,Engineer,175,1,9384.54,2024-11-04 08:07:31,366.63693287037034,0.03226796411971178,0.825939704517074
TX001248,AC00071,1647.74,2023-12-25 17:41:30,Debit,Louisville,D000593,113.137.153.101,M049,ATM,67,Retired,52,1,1483.84,2024-11-04 08:09:29,314.6027662037037,1.1104566530084108,5.23752546706184
TX001249,AC00073,406.81,2023-12-05 16:32:49,Debit,New York,D000073,207.157.126.125,M016,Online,66,Retired,84,1,1968.36,2024-11-04 08:08:46,334.64996527777777,0.20667459204617042,1.215628394469802
TX001250,AC00383,256.3,2023-04-05 16:21:59,Debit,New York,D000099,133.63.96.21,M066,Online,53,Retired,172,1,4203.05,2024-11-04 08:06:23,578.6558333333334,0.06097952677222493,0.4429230385937525
TX001251,AC00326,80.96,2023-09-27 17:47:10,Credit,Jacksonville,D000179,81.248.235.147,M078,Online,19,Student,97,1,959.94,2024-11-04 08:06:25,403.5967013888889,0.08433860449611433,0.20059628763415072
TX001252,AC00153,95.78,2023-03-23 17:09:53,Debit,Atlanta,D000211,221.23.158.87,M061,Online,22,Student,27,1,271.64,2024-11-04 08:09:16,591.6245717592593,0.3525990281254602,0.16189320824722994
TX001253,AC00460,379.54,2023-01-03 17:14:14,Credit,Indianapolis,D000668,109.105.179.186,M040,Branch,41,Doctor,118,1,12571.76,2024-11-04 08:06:23,670.6195486111111,0.030189885903008012,0.5659542743513034
TX001254,AC00439,903.19,2023-07-06 17:52:32,Debit,El Paso,D000286,174.61.77.54,M028,Online,22,Student,65,1,8627.08,2024-11-04 08:06:37,486.59311342592594,0.10469243359282632,1.8561503956374685
TX001255,AC00070,142.19,2023-06-15 18:28:50,Debit,Houston,D000416,85.191.79.161,M005,Branch,18,Student,27,4,524.46,2024-11-04 08:09:44,507.57006944444447,0.2711169583953018,0.2801386617529134
TX001256,AC00086,847.45,2023-06-19 16:24:14,Debit,Jacksonville,D000469,151.247.130.190,M042,Branch,28,Student,175,1,422.32,2024-11-04 08:09:30,503.65643518518516,2.0066537222958893,1.6825953979688721
TX001257,AC00330,295.18,2023-05-09 17:54:39,Credit,Dallas,D000126,200.13.225.150,M100,Branch,66,Doctor,31,1,12961.53,2024-11-04 08:07:53,544.5925231481482,0.022773546024273367,0.542019927658281
TX001258,AC00027,18.46,2023-11-20 16:29:14,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68,Retired,213,1,6381.6,2024-11-04 08:10:17,349.6535069444444,0.002892691488028081,0.052795123267369556
TX001259,AC00020,603.23,2023-08-24 17:34:13,Debit,Detroit,D000238,38.210.156.148,M017,Branch,28,Student,48,1,117.98,2024-11-04 08:08:18,437.6070023148148,5.112985251737583,1.378474285852574
TX001260,AC00232,54.5,2023-11-22 16:59:09,Credit,Philadelphia,D000050,61.95.76.233,M082,Branch,57,Retired,147,1,1715.22,2024-11-04 08:08:27,347.63145833333334,0.031774349646109534,0.15677522472014482
TX001261,AC00247,414.77,2024-01-01 17:37:04,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29,Doctor,274,1,5599.81,2024-11-04 08:08:05,307.60487268518517,0.07406858446983022,1.3483856623574744
TX001262,AC00136,886.19,2023-08-21 17:32:04,Debit,Colorado Springs,D000614,116.106.207.139,M081,Branch,61,Retired,69,1,7904.24,2024-11-04 08:08:29,440.6086226851852,0.1121157758367661,2.011286103751952
TX001263,AC00322,440.03,2023-11-29 16:11:50,Debit,San Jose,D000569,5.74.9.122,M099,Online,49,Engineer,88,1,1490.44,2024-11-04 08:10:19,340.6656134259259,0.29523496417165396,1.291677183308317
TX001264,AC00461,35.46,2023-03-23 16:16:29,Debit,Nashville,D000243,193.83.0.183,M005,ATM,56,Retired,285,1,1532.72,2024-11-04 08:07:26,591.6603819444445,0.023135341092958922,0.0599330309787915
TX001265,AC00079,76.39,2023-01-13 17:19:33,Debit,Denver,D000507,136.250.159.93,M019,Branch,18,Student,219,1,5976.0,2024-11-04 08:10:09,660.6184722222222,0.012782797858099063,0.11563406597311064
TX001266,AC00176,595.91,2023-08-10 18:39:04,Credit,San Antonio,D000063,200.136.146.93,M085,ATM,19,Student,162,1,1673.76,2024-11-04 08:10:21,451.5633912037037,0.3560307331995029,1.3196596792568165
TX001267,AC00417,6.03,2023-08-09 18:42:25,Debit,Chicago,D000358,86.83.61.143,M035,Branch,76,Retired,70,1,3290.72,2024-11-04 08:09:27,452.5604398148148,0.0018324257305392135,0.013324187157117494
TX001268,AC00260,249.34,2023-08-15 17:21:47,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,26,Engineer,197,1,3030.97,2024-11-04 08:07:57,446.61539351851854,0.08226409367298258,0.55828796682455
TX001269,AC00471,421.52,2023-08-15 17:35:08,Debit,San Jose,D000035,177.172.184.163,M064,Branch,20,Student,67,1,369.86,2024-11-04 08:10:21,446.60778935185186,1.139674471421619,0.9438259028391309
TX001270,AC00231,189.77,2023-02-27 16:08:40,Debit,Raleigh,D000290,116.43.88.219,M011,Branch,58,Engineer,24,1,6570.36,2024-11-04 08:11:28,615.6686111111111,0.02888274006294937,0.30823400214852237
TX001271,AC00184,73.19,2023-10-18 16:20:15,Debit,Atlanta,D000067,152.140.239.181,M025,Branch,76,Retired,213,1,2264.98,2024-11-04 08:10:26,382.659849537037,0.03231375111480013,0.19126647357581228
TX001272,AC00475,188.13,2023-06-02 18:12:29,Credit,Jacksonville,D000157,175.210.47.87,M091,Online,75,Retired,198,1,5029.87,2024-11-04 08:10:08,520.5817013888889,0.03740255712374276,0.3613841967515906
TX001273,AC00329,30.52,2023-05-19 17:19:00,Debit,Jacksonville,D000526,104.165.213.58,M005,Branch,62,Doctor,122,1,12327.74,2024-11-04 08:07:18,534.616875,0.0024757173658756593,0.05708761063705667
TX001274,AC00431,1235.69,2023-05-24 16:14:34,Credit,San Jose,D000216,69.82.61.135,M048,Branch,20,Student,118,1,420.25,2024-11-04 08:09:22,529.6630555555555,2.9403688280785247,2.332973740643292
TX001275,AC00398,1159.39,2023-10-12 16:29:49,Debit,Oklahoma City,D000294,173.135.78.201,M091,Online,41,Doctor,150,1,6499.53,2024-11-04 08:06:27,388.65043981481483,0.17838059059655084,2.9831176842419866
TX001276,AC00221,170.24,2023-06-05 16:24:12,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,62,Retired,133,1,5172.99,2024-11-04 08:08:04,517.6554629629629,0.03290940055944435,0.32886738802209897
TX001277,AC00299,56.62,2023-02-27 17:59:36,Debit,Austin,D000475,48.31.196.24,M069,Branch,54,Doctor,121,1,8981.1,2024-11-04 08:08:45,615.5896875,0.006304350246629032,0.09197684943349542
TX001278,AC00266,53.14,2023-04-21 17:19:56,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,34,Doctor,70,1,7915.0,2024-11-04 08:07:15,562.6161921296297,0.0067138344914718885,0.09445160083084894
TX001279,AC00297,587.23,2023-07-31 17:54:28,Debit,Omaha,D000010,50.202.8.53,M007,Online,27,Student,144,1,500.84,2024-11-04 08:09:21,461.59366898148147,1.172490216436387,1.2721794934833885
TX001280,AC00373,146.15,2023-01-06 17:52:11,Debit,Phoenix,D000640,60.166.231.236,M098,Branch,43,Doctor,75,1,13784.4,2024-11-04 08:06:59,667.5936111111112,0.01060256521865297,0.21892060913637995
TX001281,AC00489,21.27,2023-07-24 17:01:19,Credit,Indianapolis,D000386,197.23.128.119,M070,Online,62,Retired,114,1,7392.79,2024-11-04 08:09:54,468.6309606481482,0.0028771275797094195,0.045387526190293015
TX001282,AC00128,1397.59,2023-11-13 17:28:12,Credit,Austin,D000117,4.134.78.167,M020,ATM,26,Student,144,1,1134.79,2024-11-04 08:06:38,356.6100231481482,1.2315846984904695,3.9190990417546185
TX001283,AC00409,76.02,2023-07-12 16:58:17,Credit,Albuquerque,D000644,181.223.246.123,M087,Online,34,Doctor,189,1,14765.41,2024-11-04 08:11:51,480.6344212962963,0.005148519411245607,0.15816595031826905
TX001284,AC00410,170.19,2023-07-07 17:40:58,Credit,Los Angeles,D000255,110.150.1.201,M077,Branch,27,Student,156,5,745.87,2024-11-04 08:12:16,485.60506944444444,0.22817649188196334,0.3504699821085178
TX001285,AC00360,155.51,2023-08-21 18:51:06,Debit,Raleigh,D000008,199.103.32.145,M081,ATM,68,Doctor,15,1,5360.19,2024-11-04 08:08:23,440.5536689814815,0.029012031289935618,0.3529876402108384
TX001286,AC00422,135.15,2023-03-20 17:13:09,Debit,Colorado Springs,D000639,77.208.193.198,M100,Online,72,Retired,50,1,5878.14,2024-11-04 08:10:37,594.6232407407407,0.022991966846655575,0.22728677713915024
TX001287,AC00225,39.48,2023-05-26 16:47:51,Debit,Omaha,D000435,152.234.65.155,M017,ATM,56,Retired,38,1,5889.51,2024-11-04 08:11:50,527.6416550925926,0.006703443919782799,0.0748235087562825
TX001288,AC00261,451.68,2023-04-18 18:55:32,Debit,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54,2024-11-04 08:09:51,565.5516087962963,0.1030870424553924,0.798653903507308
TX001289,AC00468,19.11,2023-09-18 16:31:03,Credit,Colorado Springs,D000546,148.25.159.90,M007,Online,49,Engineer,160,1,8478.46,2024-11-04 08:11:45,412.6532638888889,0.0022539470611408203,0.04631006627672176
TX001290,AC00138,355.0,2023-08-29 16:50:17,Credit,Fort Worth,D000052,115.241.186.164,M053,Online,26,Student,33,1,185.47,2024-11-04 08:10:34,432.6390856481481,1.9140561815927104,0.8205453732137148
TX001291,AC00013,427.69,2023-03-28 16:02:03,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,43,Engineer,236,1,2443.54,2024-11-04 08:11:53,586.6734953703703,0.17502885158417705,0.7290085599145686
TX001292,AC00275,254.86,2023-01-26 17:21:46,Debit,Boston,D000296,59.127.135.25,M013,Branch,23,Student,102,1,699.9,2024-11-04 08:11:39,647.6179745370371,0.3641377339619946,0.39353447560221266
TX001293,AC00125,19.48,2023-07-10 16:01:03,Debit,Dallas,D000674,16.128.130.153,M002,ATM,27,Engineer,114,1,4739.59,2024-11-04 08:08:46,482.67202546296295,0.0041100601528824224,0.04035866794085576
TX001294,AC00200,190.17,2023-06-09 17:41:13,Debit,Baltimore,D000467,148.181.195.227,M043,ATM,49,Doctor,265,1,12893.85,2024-11-04 08:08:48,513.6024884259259,0.014748891913586708,0.370266897621208
TX001295,AC00213,91.38,2023-04-03 16:41:47,Debit,Jacksonville,D000609,163.129.70.210,M013,ATM,65,Retired,179,1,2402.58,2024-11-04 08:06:39,580.6422685185186,0.03803411332817221,0.15737745072047848
TX001296,AC00035,206.63,2023-12-07 16:11:01,Credit,Oklahoma City,D000239,115.30.82.168,M023,Online,59,Retired,128,1,7626.53,2024-11-04 08:10:42,332.66644675925926,0.02709357991117848,0.6211326751252793
TX001297,AC00070,93.22,2023-04-07 17:11:35,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1,1014.63,2024-11-04 08:09:41,576.6236805555556,0.09187585622345092,0.16166523010325554
TX001298,AC00275,547.98,2023-10-24 17:04:59,Debit,Oklahoma City,D000218,79.227.202.117,M070,ATM,28,Student,171,1,1358.54,2024-11-04 08:09:19,376.6280092592593,0.4033594888630442,1.454963482609142
TX001299,AC00060,641.06,2023-12-11 16:09:08,Debit,Colorado Springs,D000057,116.106.207.139,M099,ATM,23,Student,25,1,1602.13,2024-11-04 08:07:21,328.66542824074077,0.4001298271675831,1.9504941649367407
TX001300,AC00304,314.55,2023-04-25 17:15:27,Credit,Dallas,D000513,40.192.99.27,M001,Branch,27,Student,19,2,1105.89,2024-11-04 08:07:16,558.6193171296296,0.284431543824431,0.563084716826947
TX001301,AC00372,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,61,Retired,63,1,1731.89,2024-11-04 08:12:12,615.67375,0.48296947265703943,1.3585929236060494
TX001302,AC00498,1095.09,2023-04-17 17:27:15,Debit,San Francisco,D000198,91.103.147.166,M076,ATM,29,Engineer,52,1,8692.47,2024-11-04 08:11:57,566.614375,0.1259814529126934,1.9326901122125606
TX001303,AC00465,189.45,2023-03-21 17:12:03,Credit,Boston,D000083,64.57.44.102,M008,Branch,53,Doctor,62,1,12578.75,2024-11-04 08:09:31,593.6232407407407,0.015061114975653383,0.31914181756697846
TX001304,AC00396,91.84,2023-07-05 17:21:56,Credit,Mesa,D000292,28.120.130.118,M023,Branch,67,Retired,80,1,1712.41,2024-11-04 08:08:32,487.61569444444444,0.05363201569717532,0.1883450451787368
TX001305,AC00083,609.52,2023-07-28 16:03:27,Debit,Washington,D000672,125.225.212.244,M076,ATM,78,Retired,169,1,3485.03,2024-11-04 08:08:19,464.6700462962963,0.17489662929730876,1.3117264709835423
